fecha,hora,num_transacciones,num_usuarios_activos,tiempo_promedio_procesamiento,tiempo_mediano_procesamiento,tiempo_p95_procesamiento,tiempo_max_procesamiento,volumen_total_usd,volumen_promedio_usd,comisiones_totales_usd,num_transacciones_exitosas,num_transacciones_fallidas,tasa_error,num_compra,num_retiro,num_swap,num_venta,num_validaciones_manuales,tasa_validacion_manual,num_fraudes,tasa_fraude
2024-07-01,18,17,17,104.88235294117646,97.0,151.99999999999994,208,26432.66,1554.8623529411764,132.15,15.0,2.0,11.76,9,0,3,5,1.0,5.88,7.0,41.18
2024-07-01,19,16,16,119.1875,116.0,178.75,181,61509.37,3844.335625,307.55,11.0,5.0,31.25,8,1,1,6,3.0,18.75,4.0,25.0
2024-07-01,20,28,28,125.96428571428571,131.0,181.85,257,78270.68000000001,2795.381428571429,391.36,20.0,8.0,28.57,10,2,5,11,4.0,14.29,9.0,32.14
2024-07-01,21,17,17,127.82352941176471,129.0,190.39999999999998,200,52881.31,3110.665294117647,264.41,12.0,5.0,29.41,7,0,0,10,3.0,17.65,8.0,47.06
2024-07-01,22,10,10,91.7,82.0,141.24999999999997,157,27054.12,2705.412,135.28,10.0,0.0,0.0,3,0,1,6,1.0,10.0,1.0,10.0
2024-07-01,23,28,27,118.35714285714286,125.0,179.79999999999998,201,98378.59,3513.5210714285713,491.89,24.0,4.0,14.29,12,5,2,9,4.0,14.29,4.0,14.29
2024-07-02,0,1,1,40.0,40.0,40.0,40,786.8,786.8,3.93,0.0,1.0,100.0,0,0,1,0,0.0,0.0,1.0,100.0
2024-07-02,1,2,2,64.5,64.5,73.05,74,2639.1200000000003,1319.5600000000002,13.2,2.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0
2024-07-02,2,3,3,51.0,64.0,70.3,71,1960.61,653.5366666666666,9.81,3.0,0.0,0.0,1,0,2,0,0.0,0.0,2.0,66.67
2024-07-02,3,3,3,38.0,30.0,52.5,55,3642.79,1214.2633333333333,18.22,3.0,0.0,0.0,0,1,1,1,0.0,0.0,1.0,33.33
2024-07-02,4,5,5,41.8,45.0,72.2,76,12104.3,2420.8599999999997,60.510000000000005,5.0,0.0,0.0,1,0,0,4,1.0,20.0,1.0,20.0
2024-07-02,5,3,3,38.0,50.0,53.6,54,4640.33,1546.7766666666666,23.2,3.0,0.0,0.0,0,0,0,3,0.0,0.0,1.0,33.33
2024-07-02,6,1,1,22.0,22.0,22.0,22,429.94,429.94,2.15,1.0,0.0,0.0,1,0,0,0,0.0,0.0,1.0,100.0
2024-07-02,7,3,3,38.666666666666664,40.0,63.4,66,5229.66,1743.22,26.150000000000002,3.0,0.0,0.0,1,0,1,1,0.0,0.0,0.0,0.0
2024-07-02,8,5,5,48.2,45.0,72.6,74,8070.79,1614.158,40.35,5.0,0.0,0.0,4,0,0,1,0.0,0.0,1.0,20.0
2024-07-02,9,5,5,59.0,67.0,80.0,82,36492.65,7298.530000000001,182.47,4.0,1.0,20.0,3,0,1,1,2.0,40.0,1.0,20.0
2024-07-02,10,1,1,55.0,55.0,55.0,55,4109.86,4109.86,20.55,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
2024-07-02,11,5,5,66.2,69.0,89.19999999999999,94,16905.71,3381.142,84.52999999999999,5.0,0.0,0.0,3,0,0,2,1.0,20.0,2.0,40.0
2024-07-02,12,4,4,39.75,35.5,74.24999999999999,78,4285.51,1071.3775,21.43,4.0,0.0,0.0,1,0,1,2,0.0,0.0,2.0,50.0
2024-07-02,13,4,4,41.5,47.5,59.199999999999996,61,4682.9400000000005,1170.7350000000001,23.42,2.0,2.0,50.0,1,0,0,3,0.0,0.0,0.0,0.0
2024-07-02,14,6,6,44.166666666666664,45.0,71.5,80,21047.89,3507.9816666666666,105.24,5.0,1.0,16.67,1,1,0,4,1.0,16.67,2.0,33.33
2024-07-02,15,4,4,33.0,31.0,58.05,60,3663.78,915.945,18.32,4.0,0.0,0.0,1,0,2,1,0.0,0.0,1.0,25.0
2024-07-02,16,5,5,39.6,46.0,54.6,56,8622.55,1724.5099999999998,43.11,4.0,1.0,20.0,3,0,0,2,0.0,0.0,2.0,40.0
2024-07-02,17,4,4,24.75,21.0,43.099999999999994,47,5206.54,1301.635,26.04,4.0,0.0,0.0,2,0,0,2,0.0,0.0,2.0,50.0
2024-07-02,18,19,19,127.78947368421052,125.0,200.99999999999994,219,90533.16,4764.903157894737,452.65,16.0,3.0,15.79,8,2,5,4,4.0,21.05,3.0,15.79
2024-07-02,19,19,19,114.84210526315789,106.0,194.7,201,62790.07,3304.7405263157893,313.93,17.0,2.0,10.53,10,3,2,4,3.0,15.79,4.0,21.05
2024-07-02,20,26,26,110.46153846153847,113.0,164.75,167,38210.55,1469.6365384615385,191.05,18.0,8.0,30.77,15,0,4,7,1.0,3.85,10.0,38.46
2024-07-02,21,25,25,116.0,119.0,186.79999999999998,217,77713.11,3108.5244000000002,388.56,21.0,4.0,16.0,3,3,8,11,3.0,12.0,9.0,36.0
2024-07-02,22,24,24,114.83333333333333,109.5,203.5999999999999,231,67363.37,2806.807083333333,336.83,20.0,4.0,16.67,12,1,2,9,3.0,12.5,5.0,20.83
2024-07-02,23,26,26,130.69230769230768,126.0,218.25,236,134545.84,5174.84,672.75,22.0,4.0,15.38,14,0,2,10,8.0,30.77,12.0,46.15
2024-07-03,0,5,5,64.0,55.0,145.6,165,25262.78,5052.556,126.31,5.0,0.0,0.0,2,0,1,2,1.0,20.0,4.0,80.0
2024-07-03,1,5,5,71.2,61.0,144.79999999999998,163,16978.71,3395.7419999999997,84.89,5.0,0.0,0.0,2,0,2,1,1.0,20.0,2.0,40.0
2024-07-03,2,3,3,40.666666666666664,40.0,49.9,51,6496.01,2165.3366666666666,32.47,3.0,0.0,0.0,0,2,0,1,0.0,0.0,1.0,33.33
2024-07-03,3,2,2,46.0,46.0,47.8,48,1634.04,817.02,8.17,2.0,0.0,0.0,0,0,1,1,0.0,0.0,0.0,0.0
2024-07-03,4,4,4,56.0,60.0,89.5,91,14729.199999999999,3682.2999999999997,73.65,3.0,1.0,25.0,1,0,2,1,1.0,25.0,0.0,0.0
2024-07-03,5,1,1,123.0,123.0,123.0,123,20.47,20.47,0.1,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
2024-07-03,6,4,4,64.75,36.5,157.09999999999997,176,13466.14,3366.535,67.33,3.0,1.0,25.0,1,0,1,2,1.0,25.0,0.0,0.0
2024-07-03,7,3,3,29.0,10.0,61.3,67,1047.32,349.1066666666666,5.24,3.0,0.0,0.0,2,1,0,0,0.0,0.0,1.0,33.33
2024-07-03,8,2,2,46.5,46.5,64.95,67,1041.95,520.975,5.210000000000001,2.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0
2024-07-03,9,3,3,60.666666666666664,23.0,133.7,146,15586.55,5195.516666666666,77.94,2.0,1.0,33.33,1,0,0,2,1.0,33.33,1.0,33.33
2024-07-03,10,3,3,51.333333333333336,67.0,67.0,67,16123.73,5374.576666666667,80.61,2.0,1.0,33.33,2,1,0,0,1.0,33.33,0.0,0.0
2024-07-03,11,5,5,63.6,56.0,145.79999999999998,168,18572.9,3714.5800000000004,92.86,4.0,1.0,20.0,2,0,2,1,1.0,20.0,0.0,0.0
2024-07-03,12,7,7,38.42857142857143,37.0,60.89999999999999,63,26065.64,3723.662857142857,130.33,6.0,1.0,14.29,3,2,0,2,1.0,14.29,2.0,28.57
2024-07-03,13,2,2,42.0,42.0,43.8,44,4749.17,2374.585,23.75,2.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0
2024-07-03,14,4,4,48.75,45.5,61.74999999999999,64,6851.3,1712.825,34.25,4.0,0.0,0.0,1,1,2,0,0.0,0.0,2.0,50.0
2024-07-03,15,5,5,35.8,21.0,87.19999999999999,100,9767.369999999999,1953.4739999999997,48.85,4.0,1.0,20.0,2,1,0,2,1.0,20.0,2.0,40.0
2024-07-03,16,4,4,79.75,67.5,124.69999999999997,134,11573.69,2893.4225,57.879999999999995,4.0,0.0,0.0,1,0,0,3,1.0,25.0,2.0,50.0
2024-07-03,17,3,3,21.666666666666668,14.0,38.3,41,1218.65,406.2166666666667,6.09,3.0,0.0,0.0,2,0,0,1,0.0,0.0,0.0,0.0
2024-07-03,18,35,35,124.28571428571429,122.0,249.1999999999999,278,126497.67,3614.2191428571427,632.5,28.0,7.0,20.0,16,1,8,10,7.0,20.0,11.0,31.43
2024-07-03,19,23,23,109.56521739130434,97.0,167.49999999999997,194,64046.03999999999,2784.6104347826085,320.24,19.0,4.0,17.39,12,0,4,7,2.0,8.7,7.0,30.43
2024-07-03,20,24,24,121.91666666666667,120.5,186.79999999999998,196,53866.659999999996,2244.4441666666667,269.31,20.0,4.0,16.67,13,1,7,3,3.0,12.5,8.0,33.33
2024-07-03,21,14,14,115.21428571428571,124.0,153.65,166,24839.47,1774.2478571428571,124.19,13.0,1.0,7.14,7,1,1,5,1.0,7.14,3.0,21.43
2024-07-03,22,23,23,126.30434782608695,109.0,228.79999999999995,257,86335.23000000001,3753.7056521739137,431.68,22.0,1.0,4.35,9,0,2,12,6.0,26.09,7.0,30.43
2024-07-03,23,28,28,110.07142857142857,106.0,168.89999999999998,175,52730.28,1883.2242857142858,263.67,22.0,6.0,21.43,10,1,8,9,2.0,7.14,4.0,14.29
2024-07-04,0,5,5,57.8,61.0,73.8,75,2972.2599999999998,594.452,14.86,5.0,0.0,0.0,1,1,1,2,0.0,0.0,2.0,40.0
2024-07-04,1,2,2,60.5,60.5,78.95,81,8490.06,4245.03,42.449999999999996,2.0,0.0,0.0,1,0,0,1,1.0,50.0,1.0,50.0
2024-07-04,2,7,7,61.142857142857146,48.0,120.59999999999997,138,30642.879999999997,4377.5542857142855,153.21,5.0,2.0,28.57,3,0,2,2,1.0,14.29,1.0,14.29
2024-07-04,3,8,8,26.75,25.0,46.8,51,16115.970000000001,2014.4962500000001,80.59,8.0,0.0,0.0,3,0,0,5,0.0,0.0,1.0,12.5
2024-07-04,4,1,1,24.0,24.0,24.0,24,974.09,974.09,4.87,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,100.0
2024-07-04,5,2,2,88.5,88.5,131.25,136,18528.84,9264.42,92.63999999999999,2.0,0.0,0.0,1,0,0,1,1.0,50.0,0.0,0.0
2024-07-04,6,2,2,35.5,35.5,43.15,44,3911.7799999999997,1955.8899999999999,19.56,2.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0
2024-07-04,7,1,1,43.0,43.0,43.0,43,996.02,996.02,4.98,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,100.0
2024-07-04,8,1,1,34.0,34.0,34.0,34,2183.4,2183.4,10.92,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
2024-07-04,9,4,4,47.75,49.5,72.6,75,3046.18,761.545,15.23,4.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0
2024-07-04,10,2,2,68.5,68.5,82.45,84,1545.45,772.725,7.7299999999999995,2.0,0.0,0.0,2,0,0,0,0.0,0.0,1.0,50.0
2024-07-04,11,4,4,95.0,81.5,161.79999999999995,175,17058.59,4264.6475,85.29,4.0,0.0,0.0,2,0,0,2,1.0,25.0,0.0,0.0
2024-07-04,12,3,3,38.0,42.0,42.9,43,1685.5900000000001,561.8633333333333,8.42,3.0,0.0,0.0,1,0,0,2,0.0,0.0,1.0,33.33
2024-07-04,13,1,1,76.0,76.0,76.0,76,381.84,381.84,1.91,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
2024-07-04,14,2,2,68.5,68.5,86.05,88,1278.17,639.085,6.39,2.0,0.0,0.0,0,0,2,0,0.0,0.0,1.0,50.0
2024-07-04,15,4,4,40.5,41.0,52.4,53,2323.14,580.785,11.620000000000001,4.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0
2024-07-04,16,3,3,35.666666666666664,30.0,56.099999999999994,59,5592.28,1864.0933333333332,27.96,3.0,0.0,0.0,2,0,0,1,0.0,0.0,1.0,33.33
2024-07-04,17,3,3,37.666666666666664,40.0,40.9,41,2551.52,850.5066666666667,12.76,3.0,0.0,0.0,1,0,0,2,0.0,0.0,1.0,33.33
2024-07-04,18,32,32,130.78125,118.0,199.35,223,200658.35,6270.5734375,1003.27,25.0,7.0,21.88,17,1,7,7,11.0,34.38,6.0,18.75
2024-07-04,19,20,20,121.45,108.5,200.10000000000002,221,110723.62,5536.181,553.62,15.0,5.0,25.0,11,2,1,6,7.0,35.0,5.0,25.0
2024-07-04,20,22,22,125.5909090909091,122.0,200.45,217,91781.1,4171.868181818182,458.88,13.0,9.0,40.91,8,1,5,8,6.0,27.27,9.0,40.91
2024-07-04,21,25,25,118.32,119.0,191.5999999999999,202,69919.03,2796.7612,349.59000000000003,22.0,3.0,12.0,9,3,6,7,4.0,16.0,7.0,28.0
2024-07-04,22,25,25,120.2,131.0,199.19999999999993,213,60498.68,2419.9472,302.5,21.0,4.0,16.0,14,1,4,6,3.0,12.0,9.0,36.0
2024-07-04,23,21,21,122.33333333333333,119.0,172.0,183,74834.19,3563.532857142857,374.16,21.0,0.0,0.0,12,1,5,3,5.0,23.81,5.0,23.81
2024-07-05,0,3,3,50.666666666666664,52.0,86.2,90,9198.27,3066.09,45.989999999999995,3.0,0.0,0.0,1,0,1,1,1.0,33.33,0.0,0.0
2024-07-05,1,6,6,50.0,37.0,108.25,119,34533.3,5755.55,172.66,6.0,0.0,0.0,2,0,0,4,2.0,33.33,1.0,16.67
2024-07-05,2,1,1,20.0,20.0,20.0,20,759.53,759.53,3.8,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,100.0
2024-07-05,3,3,3,39.0,15.0,84.3,92,12837.36,4279.12,64.19,1.0,2.0,66.67,2,0,1,0,1.0,33.33,2.0,66.67
2024-07-05,4,3,3,15.333333333333334,10.0,24.4,26,4949.81,1649.9366666666667,24.76,3.0,0.0,0.0,3,0,0,0,0.0,0.0,2.0,66.67
2024-07-05,5,2,2,118.0,118.0,171.1,177,23634.22,11817.11,118.17,2.0,0.0,0.0,2,0,0,0,1.0,50.0,1.0,50.0
2024-07-05,6,7,7,53.57142857142857,61.0,93.79999999999998,104,13109.789999999999,1872.8271428571427,65.55,6.0,1.0,14.29,2,0,1,4,0.0,0.0,3.0,42.86
2024-07-05,7,1,1,155.0,155.0,155.0,155,10370.92,10370.92,51.85,1.0,0.0,0.0,0,0,1,0,1.0,100.0,1.0,100.0
2024-07-05,9,3,3,44.333333333333336,54.0,60.3,61,5339.66,1779.8866666666665,26.7,3.0,0.0,0.0,2,0,1,0,0.0,0.0,0.0,0.0
2024-07-05,10,2,2,11.0,11.0,11.9,12,1113.92,556.96,5.57,2.0,0.0,0.0,2,0,0,0,0.0,0.0,1.0,50.0
2024-07-05,11,5,5,39.4,25.0,89.79999999999998,102,10504.35,2100.87,52.519999999999996,5.0,0.0,0.0,1,0,1,3,1.0,20.0,0.0,0.0
2024-07-05,12,3,3,45.666666666666664,29.0,78.5,84,2010.04,670.0133333333333,10.05,3.0,0.0,0.0,1,0,1,1,0.0,0.0,2.0,66.67
2024-07-05,13,3,3,62.666666666666664,65.0,85.7,88,7451.77,2483.9233333333336,37.260000000000005,3.0,0.0,0.0,1,0,0,2,1.0,33.33,1.0,33.33
2024-07-05,14,6,6,56.166666666666664,31.0,132.25,137,38901.06,6483.509999999999,194.5,5.0,1.0,16.67,3,0,0,3,2.0,33.33,3.0,50.0
2024-07-05,15,4,4,43.75,42.5,66.05,68,5337.759999999999,1334.4399999999998,26.69,3.0,1.0,25.0,3,0,0,1,0.0,0.0,1.0,25.0
2024-07-05,16,7,7,36.57142857142857,43.0,57.4,58,4807.5,686.7857142857143,24.03,7.0,0.0,0.0,2,1,2,2,0.0,0.0,4.0,57.14
2024-07-05,17,4,4,83.5,66.0,144.19999999999996,158,23530.629999999997,5882.657499999999,117.66,4.0,0.0,0.0,2,0,0,2,1.0,25.0,1.0,25.0
2024-07-05,18,26,26,131.69230769230768,135.0,213.0,264,108668.11,4179.542692307692,543.34,24.0,2.0,7.69,13,1,4,8,7.0,26.92,7.0,26.92
2024-07-05,19,22,22,114.0909090909091,111.0,175.0,230,72575.56999999999,3298.889545454545,362.87,19.0,3.0,13.64,9,0,4,9,3.0,13.64,6.0,27.27
2024-07-05,20,23,22,111.56521739130434,114.0,156.9,165,76623.84,3331.471304347826,383.1,15.0,8.0,34.78,10,1,3,9,3.0,13.04,6.0,26.09
2024-07-05,21,24,24,113.20833333333333,103.0,233.19999999999985,253,70512.56,2938.023333333333,352.55,19.0,5.0,20.83,17,2,0,5,3.0,12.5,7.0,29.17
2024-07-05,22,31,31,106.38709677419355,106.0,149.5,196,61913.98,1997.2251612903226,309.57,27.0,4.0,12.9,15,2,4,10,1.0,3.23,13.0,41.94
2024-07-05,23,26,26,114.23076923076923,108.0,169.75,238,95094.89,3657.4957692307694,475.49,24.0,2.0,7.69,11,2,2,11,5.0,19.23,10.0,38.46
2024-07-06,0,5,5,47.8,36.0,90.19999999999999,98,22205.28,4441.056,111.03,3.0,2.0,40.0,3,0,1,1,2.0,40.0,2.0,40.0
2024-07-06,1,2,2,34.0,34.0,55.599999999999994,58,4934.99,2467.495,24.68,1.0,1.0,50.0,1,0,1,0,0.0,0.0,1.0,50.0
2024-07-06,2,4,4,85.25,84.0,162.25,163,15637.7,3909.425,78.18,3.0,1.0,25.0,0,0,0,4,2.0,50.0,0.0,0.0
2024-07-06,3,4,4,34.5,27.0,67.24999999999999,74,8837.13,2209.2825,44.19,4.0,0.0,0.0,0,1,0,3,0.0,0.0,0.0,0.0
2024-07-06,4,5,5,45.4,61.0,74.6,76,4728.65,945.7299999999999,23.65,5.0,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0
2024-07-06,5,2,2,68.5,68.5,74.35,75,1576.02,788.01,7.88,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-07-06,6,2,2,92.5,92.5,150.54999999999998,157,8134.56,4067.28,40.67,1.0,1.0,50.0,1,0,1,0,1.0,50.0,0.0,0.0
2024-07-06,7,1,1,94.0,94.0,94.0,94,967.41,967.41,4.84,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,100.0
2024-07-06,8,4,4,21.5,18.5,35.99999999999999,39,2648.0,662.0,13.25,4.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0
2024-07-06,10,5,5,84.0,70.0,158.6,169,22945.37,4589.074,114.72,5.0,0.0,0.0,3,0,0,2,2.0,40.0,1.0,20.0
2024-07-06,11,4,4,40.5,39.0,68.89999999999999,74,12123.8,3030.95,60.620000000000005,4.0,0.0,0.0,1,0,0,3,1.0,25.0,3.0,75.0
2024-07-06,12,3,3,28.0,34.0,39.4,40,2134.21,711.4033333333333,10.67,2.0,1.0,33.33,2,0,0,1,0.0,0.0,0.0,0.0
2024-07-06,13,6,6,39.666666666666664,29.5,75.0,76,12912.54,2152.09,64.57,5.0,1.0,16.67,1,0,0,5,0.0,0.0,3.0,50.0
2024-07-06,14,4,4,60.75,49.5,118.04999999999997,129,10731.33,2682.8325,53.65,4.0,0.0,0.0,3,0,0,1,1.0,25.0,0.0,0.0
2024-07-06,15,2,2,58.0,58.0,65.2,66,892.03,446.015,4.46,2.0,0.0,0.0,1,0,1,0,0.0,0.0,1.0,50.0
2024-07-06,16,4,4,67.75,45.0,135.89999999999998,150,20007.07,5001.7675,100.03999999999999,4.0,0.0,0.0,3,0,1,0,1.0,25.0,1.0,25.0
2024-07-06,17,10,10,49.7,42.0,98.04999999999998,103,25852.35,2585.2349999999997,129.26,10.0,0.0,0.0,4,0,1,5,1.0,10.0,2.0,20.0
2024-07-06,18,33,32,114.18181818181819,111.0,199.79999999999995,229,110616.4,3352.012121212121,553.05,29.0,4.0,12.12,19,0,2,12,4.0,12.12,13.0,39.39
2024-07-06,19,23,23,123.56521739130434,116.0,222.49999999999997,249,94887.57,4125.546521739131,474.46,20.0,3.0,13.04,11,2,3,7,6.0,26.09,6.0,26.09
2024-07-06,20,29,29,117.55172413793103,116.0,218.39999999999998,235,88310.12000000001,3045.1765517241383,441.56,24.0,5.0,17.24,8,2,8,11,5.0,17.24,9.0,31.03
2024-07-06,21,23,23,111.78260869565217,102.0,200.79999999999995,208,54275.990000000005,2359.825652173913,271.37,21.0,2.0,8.7,11,2,1,9,3.0,13.04,5.0,21.74
2024-07-06,22,31,31,118.80645161290323,114.0,183.5,251,111730.92,3604.2232258064514,558.65,26.0,5.0,16.13,14,0,5,12,5.0,16.13,12.0,38.71
2024-07-06,23,15,15,108.8,101.0,185.89999999999995,223,54750.33,3650.022,273.77,12.0,3.0,20.0,6,1,4,4,2.0,13.33,6.0,40.0
2024-07-07,0,2,2,44.0,44.0,49.4,50,2954.22,1477.11,14.77,1.0,1.0,50.0,1,0,1,0,0.0,0.0,0.0,0.0
2024-07-07,1,3,3,87.66666666666667,54.0,158.39999999999998,170,21087.4,7029.133333333334,105.42999999999999,2.0,1.0,33.33,1,0,1,1,1.0,33.33,1.0,33.33
2024-07-07,2,3,3,68.33333333333333,73.0,76.6,77,3230.13,1076.71,16.15,3.0,0.0,0.0,1,0,0,2,0.0,0.0,0.0,0.0
2024-07-07,3,4,4,33.75,34.0,48.55,49,4690.57,1172.6425,23.46,4.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0
2024-07-07,4,3,3,82.0,86.0,140.0,146,22457.120000000003,7485.706666666668,112.28999999999999,2.0,1.0,33.33,2,0,0,1,1.0,33.33,2.0,66.67
2024-07-07,5,2,2,19.0,19.0,27.099999999999998,28,3694.9399999999996,1847.4699999999998,18.47,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-07-07,6,3,3,67.66666666666667,58.0,117.39999999999999,124,21031.800000000003,7010.600000000001,105.16000000000001,3.0,0.0,0.0,0,0,1,2,1.0,33.33,0.0,0.0
2024-07-07,7,1,1,72.0,72.0,72.0,72,731.6,731.6,3.66,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
2024-07-07,8,5,5,50.0,42.0,98.99999999999999,113,14336.77,2867.3540000000003,71.67999999999999,4.0,1.0,20.0,4,0,1,0,1.0,20.0,0.0,0.0
2024-07-07,9,7,7,41.857142857142854,32.0,67.69999999999999,74,9716.06,1388.0085714285713,48.59,7.0,0.0,0.0,3,0,0,4,0.0,0.0,0.0,0.0
2024-07-07,10,4,4,16.75,12.0,30.14999999999999,33,2123.99,530.9975,10.61,4.0,0.0,0.0,2,0,0,2,0.0,0.0,1.0,25.0
2024-07-07,11,3,3,17.333333333333332,13.0,24.7,26,4038.44,1346.1466666666668,20.19,3.0,0.0,0.0,1,0,0,2,0.0,0.0,1.0,33.33
2024-07-07,12,3,3,39.333333333333336,39.0,59.699999999999996,62,3574.62,1191.54,17.87,3.0,0.0,0.0,1,0,0,2,0.0,0.0,0.0,0.0
2024-07-07,13,3,3,24.666666666666668,27.0,32.4,33,1552.7199999999998,517.5733333333333,7.7700000000000005,3.0,0.0,0.0,0,0,0,3,0.0,0.0,1.0,33.33
2024-07-07,14,4,4,26.75,22.0,46.54999999999999,50,4738.59,1184.6475,23.68,3.0,1.0,25.0,2,0,1,1,0.0,0.0,2.0,50.0
2024-07-07,15,2,2,37.0,37.0,46.9,48,827.3499999999999,413.67499999999995,4.14,1.0,1.0,50.0,2,0,0,0,0.0,0.0,0.0,0.0
2024-07-07,16,2,2,63.0,63.0,70.2,71,2993.95,1496.975,14.969999999999999,2.0,0.0,0.0,0,0,1,1,0.0,0.0,1.0,50.0
2024-07-07,17,7,7,57.142857142857146,30.0,146.99999999999997,156,32045.090000000004,4577.870000000001,160.23000000000002,6.0,1.0,14.29,4,0,0,3,2.0,28.57,2.0,28.57
2024-07-07,18,19,19,107.63157894736842,97.0,158.89999999999995,176,44505.86,2342.4136842105263,222.54999999999998,19.0,0.0,0.0,9,0,3,7,1.0,5.26,4.0,21.05
2024-07-07,19,29,29,113.37931034482759,116.0,170.6,241,108977.15,3757.8327586206897,544.88,26.0,3.0,10.34,10,0,9,10,5.0,17.24,8.0,27.59
2024-07-07,20,22,22,94.5,85.5,156.95,197,37901.11,1722.7777272727274,189.52,19.0,3.0,13.64,14,2,4,2,3.0,13.64,5.0,22.73
2024-07-07,21,30,29,119.4,108.5,202.69999999999996,237,118583.94,3952.7980000000002,592.9200000000001,26.0,4.0,13.33,11,1,2,16,7.0,23.33,4.0,13.33
